date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,weekday,time
2021-10-01 06:00:00,0.11200000000000002,0.26520146520146526,0.37948717948717947,0.2330243734981119,0.15423370713473103,0.3087567294751009,0.0,0.29219896711062787,0.0,0.2609351432880845,0.0,0.2640627148947875,0.20500380517503805,0.11806584362139917,0.30225476691075187,4,06:00:00
2021-10-01 06:15:00,0.10962962962962965,0.262120232708468,0.3646153846153846,0.20968074150360452,0.15423370713473103,0.3087567294751009,0.0,0.29219896711062787,0.0,0.2609351432880845,0.0,0.2640627148947875,0.20500380517503805,0.11806584362139917,0.30225476691075187,4,06:15:00
2021-10-01 06:30:00,0.07666666666666666,0.29884004884004883,0.34821518350930114,0.1941693733660778,0.13779863481228666,0.31987438313144906,0.07561436672967864,0.26713780918727914,0.11680672268907562,0.21644042232277527,0.0,0.2640627148947875,0.20500380517503805,0.11806584362139917,0.30225476691075187,4,06:30:00
2021-10-01 06:45:00,0.09756944444444444,0.23076923076923078,0.4239316239316239,0.20082389289392377,0.11035267349260523,0.38417825631822944,0.0857889469587457,0.32409452296819785,0.14795918367346936,0.24434389140271495,0.25,0.25012607160867373,0.2191780821917808,0.10944444444444444,0.30225476691075187,4,06:45:00
2021-10-01 07:00:00,0.11643274853801171,0.3100347021399652,0.4659919028340081,0.23113138149183465,0.14419795221843,0.28263795423956933,0.08506616257088848,0.3498233215547703,0.14285714285714285,0.22473604826546004,0.2711943069306931,0.26492836166236544,0.2114155251141553,0.1147863247863248,0.2945334590009425,4,07:00:00
2021-10-01 07:15:00,0.0926388888888889,0.28804137039431155,0.4834841628959276,0.22377519493894363,0.1345727800730495,0.35230573067932286,0.07727968313979654,0.27974087161366307,0.12710084033613445,0.24858148387560147,0.18564356435643564,0.24357034795763993,0.19041095890410958,0.11333333333333333,0.22054665409990573,4,07:15:00
2021-10-01 07:30:00,0.10827777777777776,0.3098901098901099,0.3840693257359924,0.18725172870383994,0.13996966249525974,0.34909152086137285,0.08448855282503676,0.2786870001859773,0.12140645731977,0.26224497896324517,0.26602722772277226,0.26127080181543116,0.21071917808219182,0.11533333333333333,0.2880103179721216,4,07:30:00
2021-10-01 07:45:00,0.12090909090909091,0.26894158473105845,0.34441595441595435,0.21114707468981417,0.1453040070787511,0.3442500373859728,0.08299858223062383,0.2904321826583311,0.14373249299719887,0.24924585218702866,0.2757946847316311,0.2542938506718876,0.20044319097502017,0.11417592592592592,0.2747632512005745,4,07:45:00
2021-10-01 08:00:00,0.1152991452991453,0.24780219780219787,0.36162393162393164,0.22382423618262956,0.13993174061433444,0.3107982192773579,0.08918444504455846,0.31713780918727913,0.15524104378593542,0.26030007144558226,0.2753712871287129,0.2632375189107413,0.20068493150684932,0.14191919191919192,0.26521101686040427,4,08:00:00
2021-10-01 08:15:00,0.11696969696969696,0.265970695970696,0.3875,0.22652373373279652,0.13594994311717862,0.3589333781965006,0.08920132325141777,0.2762608416318664,0.12967914438502673,0.27259542870402603,0.2605584777227723,0.25501134644478063,0.21557317952415284,0.1294152046783626,0.28312239127507743,4,08:15:00
2021-10-01 08:30:00,0.08222222222222222,0.2875,0.35672105672105675,0.19290184583696426,0.14037867706809687,0.3208838043965904,0.09331500257776253,0.26991030171242186,0.1478668390433096,0.22850678733031674,0.2893461221122112,0.2576588502269289,0.18293378995433793,0.1379059829059829,0.2969839773798303,4,08:30:00
2021-10-01 08:45:00,0.12049382716049384,0.24725274725274726,0.37264957264957266,0.1853759011328527,0.15642775881683732,0.3279946164199193,0.09522684310018903,0.27738515901060073,0.11204481792717087,0.23513251454427928,0.33276608910891087,0.25590015128593036,0.2095890410958904,0.12675925925925924,0.274055350869677,4,08:45:00
2021-10-01 09:00:00,0.13666666666666666,0.24755244755244749,0.35730769230769227,0.20607621009268792,0.14334470989761092,0.3189771197846568,0.08506616257088848,0.2968197879858657,0.06722689075630252,0.1870286576168929,0.30308030803080305,0.33579657861049694,0.20778331257783317,0.1183333333333333,0.2777029756294601,4,09:00:00
2021-10-01 09:15:00,0.12152777777777778,0.24285714285714285,0.3128205128205128,0.13697219361483007,0.11945392491467575,0.328314266487214,0.09978395895220092,0.31962736909733375,0.15378151260504203,0.26504867681338273,0.3180693069306931,0.3857791225416036,0.2095890410958904,0.13111111111111112,0.2838292715766797,4,09:15:00
2021-10-01 09:30:00,0.11271604938271605,0.2823330515638208,0.39592373438527273,0.20837624442155855,0.13672561795428687,0.14535666218034993,0.08506616257088848,0.2947585394581861,0.1389786683904331,0.3197586726998492,0.25371287128712877,0.2982854261220373,0.1967123287671233,0.12711111111111112,0.2874646559849199,4,09:30:00
2021-10-01 09:45:00,0.1250793650793651,0.26500867553499124,0.36279202279202266,0.23565543622186258,0.1688544674892798,0.3242645645068256,0.10081915563957151,0.2966234786022772,0.13445378151260506,0.25928972987796517,0.22896039603960397,0.293830895948899,0.19072708113804002,0.11762962962962961,0.288552164141231,4,09:45:00
2021-10-01 10:00:00,0.13199346405228757,0.26673992673992675,0.35928774928774926,0.2347751458977,0.15624812885455958,0.311526629494328,0.10148865784499056,0.2770318021201413,0.1810661764705882,0.2811714429361489,0.24296804680468045,0.25538228790876294,0.19171855541718552,0.12022222222222223,0.3110273327049953,4,10:00:00
2021-10-01 10:15:00,0.09777777777777778,0.2153846153846154,0.4095797720797721,0.24424991417782357,0.1520396554526247,0.33105475667634765,0.1001890359168242,0.3419316843345112,0.14859943977591034,0.2488290862903866,0.3219147807637906,0.2798285426122037,0.2089567966280295,0.11622222222222224,0.284745885594142,4,10:15:00
2021-10-01 10:30:00,0.12791005291005295,0.29212454212454214,0.39914529914529917,0.17301750772399588,0.17292377701934014,0.35360332803132266,0.1182928602588338,0.3133833922261484,0.1315126050420168,0.2693313222724988,0.3148775403856175,0.28277120227818814,0.20702054794520547,0.1260457516339869,0.30603204524033933,4,10:30:00
2021-10-01 10:45:00,0.11936507936507935,0.27739403453689165,0.4285137701804368,0.25609337452797803,0.14313786327438205,0.2449528936742934,0.11342155009451796,0.26501766784452296,0.15126050420168066,0.2714932126696833,0.2701732673267327,0.27999534504829515,0.22675799086757992,0.11797385620915032,0.3110567860508954,4,10:45:00
2021-10-01 11:00:00,0.13176767676767678,0.36648351648351646,0.45651080945198597,0.3033599382080329,0.15201256839482094,0.31348728483388816,0.09562066792690611,0.34222614840989396,0.17993697478991597,0.2745098039215687,0.18564356435643564,0.3494704992435704,0.21095890410958903,0.10333333333333333,0.3052437666009768,4,11:00:00
2021-10-01 11:15:00,0.13820512820512823,0.3092032967032967,0.44463869463869465,0.2214515054219422,0.1574943117178612,0.319650067294751,0.10282558949358273,0.30731007067137805,0.1137079831932773,0.23913668031315088,0.2819502344971339,0.28010590015128595,0.2145738203957382,0.13253086419753088,0.31950989632422244,4,11:15:00
2021-10-01 11:30:00,0.13847953216374273,0.31800507185122573,0.3701994301994302,0.26351699279093715,0.15076791808873719,0.3590922685808285,0.09705501940105461,0.29709875395201785,0.1255252100840336,0.25215153934877116,0.24986972381448672,0.2940620272314675,0.21065449010654488,0.1325925925925926,0.3062990889098335,4,11:30:00
2021-10-01 11:45:00,0.14777777777777779,0.1978021978021978,0.4096866096866097,0.28553038105046347,0.17283626498643564,0.3175794595713842,0.10184310018903592,0.3467608951707891,0.15309873949579833,0.27498114630467574,0.29273669554455445,0.27116202002737555,0.2077759871071716,0.126031746031746,0.31936107941862196,4,11:45:00
2021-10-01 12:00:00,0.14550925925925925,0.4359140859140859,0.4042735042735043,0.2708547888774459,0.13879408418657566,0.39766711529834,0.11252888048729259,0.3983510011778562,0.16834733893557424,0.2753178194354665,0.2704594678217822,0.2950706001008573,0.20993150684931505,0.11750000000000001,0.33400787270610405,4,12:00:00
2021-10-01 12:15:00,0.13666666666666666,0.1978021978021978,0.45239973701512165,0.23558187435633368,0.1565590268661941,0.2853297442799462,0.05671077504725898,0.4204946996466431,0.13445378151260504,0.3755656108597285,0.28346344249809596,0.2894455815609148,0.22426614481409007,0.12242063492063493,0.347814561734213,4,12:15:00
2021-10-01 12:30:00,0.1375185185185185,0.35302197802197804,0.41965811965811967,0.14830072090628219,0.1296928327645051,0.28875056078959177,0.09030761299192301,0.2882803297997644,0.12268907563025211,0.2956259426847662,0.20297029702970298,0.33282904689863846,0.20273972602739726,0.08444444444444445,0.3169180018850141,4,12:30:00
2021-10-01 12:45:00,0.14203703703703704,0.29661876584953506,0.4251831501831501,0.25433401991074495,0.1838263177853621,0.2651413189771198,0.08609726757174772,0.3027090694935218,0.12229891956782711,0.24868024132730016,0.25770702070207024,0.2602699871988828,0.2188044831880448,0.11088319088319089,0.2657869934024505,4,12:45:00
2021-10-01 13:00:00,0.13784722222222223,0.31001690617075234,0.46272189349112425,0.24030209406110536,0.14528820629503222,0.35500224315836704,0.09974795211090107,0.3130742049469965,0.14145658263305322,0.2852187028657617,0.25954001650165015,0.30257186081694404,0.2232876712328767,0.1111111111111111,0.3541941564561734,4,13:00:00
2021-10-01 13:15:00,0.13933333333333334,0.3239222316145393,0.4121630506245891,0.2441886126232161,0.15297415894685518,0.37363007114016533,0.10237021957248799,0.2970721857647653,0.180672268907563,0.25676219205630973,0.24377062706270627,0.2923600605143722,0.21803652968036527,0.1201984126984127,0.3393025447690858,4,13:15:00
2021-10-01 13:30:00,0.11222222222222222,0.3282967032967033,0.47031857031857033,0.2572948849982835,0.17842244975350777,0.28470856196293615,0.09080994619746983,0.2864714790509844,0.153781512605042,0.28539107950872655,0.2871729137199434,0.30354441322671283,0.20053816046966735,0.11909090909090908,0.4577049952874646,4,13:30:00
2021-10-01 13:45:00,0.143125,0.2692307692307692,0.3145299145299145,0.25746652935118436,0.15634024678393274,0.27046372201150126,0.0870424471558687,0.27631438055466323,0.11923860453272218,0.26832579185520367,0.23272483498349836,0.2529225691101637,0.20205479452054795,0.10922222222222225,0.4010073044297832,4,13:45:00
2021-10-01 14:00:00,0.131984126984127,0.3836630036630037,0.5146961063627731,0.23860371835871869,0.20136518771331058,0.29878869448183043,0.10964083175803403,0.43462897526501765,0.08823529411764705,0.2712238741650506,0.22679455445544552,0.2543155281430622,0.2057285180572852,0.11929292929292931,0.3654571159283695,4,14:00:00
2021-10-01 14:15:00,0.13322222222222221,0.29751301330248703,0.45842830009496677,0.23429454170957775,0.16865124510175702,0.30199509144169107,0.10797286778605583,0.32165869881521514,0.14075630252100843,0.25339366515837103,0.2524752475247525,0.3464447806354009,0.2191780821917808,0.12030303030303031,0.3052514560525871,4,14:15:00
