date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
2021-10-01 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01 06:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01 06:30:00,0.07666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01 06:45:00,0.0,0.23076923076923078,0.4239316239316239,0.20082389289392377,0.11035267349260523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01 07:00:00,0.0,0.0,0.0,0.0,0.0,0.28263795423956933,0.08506616257088848,0.3498233215547703,0.14285714285714285,0.22473604826546004,0.0,0.0,0.0,0.0,0.0
2021-10-01 07:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18564356435643564,0.24357034795763993,0.19041095890410958,0.11333333333333333,0.22054665409990573
2021-10-01 07:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01 07:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01 08:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01 08:30:00,0.08222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01 08:45:00,0.0,0.24725274725274726,0.37264957264957266,0.1853759011328527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01 09:00:00,0.13666666666666666,0.0,0.0,0.0,0.14334470989761092,0.3189771197846568,0.08506616257088848,0.2968197879858657,0.06722689075630252,0.1870286576168929,0.0,0.0,0.0,0.0,0.0
2021-10-01 09:15:00,0.0,0.24285714285714285,0.3128205128205128,0.13697219361483007,0.11945392491467575,0.0,0.0,0.0,0.0,0.0,0.3180693069306931,0.3857791225416036,0.2095890410958904,0.13111111111111112,0.0
2021-10-01 09:30:00,0.0,0.0,0.0,0.0,0.0,0.14535666218034993,0.08506616257088848,0.0,0.0,0.3197586726998492,0.0,0.0,0.0,0.0,0.2874646559849199
2021-10-01 09:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22896039603960397,0.0,0.0,0.0,0.0
2021-10-01 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01 10:15:00,0.09777777777777778,0.2153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01 10:30:00,0.0,0.0,0.39914529914529917,0.17301750772399588,0.17292377701934014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01 10:45:00,0.0,0.0,0.0,0.0,0.0,0.2449528936742934,0.11342155009451796,0.26501766784452296,0.15126050420168066,0.2714932126696833,0.0,0.0,0.0,0.0,0.0
2021-10-01 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18564356435643564,0.3494704992435704,0.21095890410958903,0.10333333333333333,0.0
2021-10-01 11:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31950989632422244
2021-10-01 11:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01 11:45:00,0.14777777777777779,0.1978021978021978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01 12:00:00,0.0,0.0,0.4042735042735043,0.2708547888774459,0.13879408418657566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01 12:15:00,0.13666666666666666,0.1978021978021978,0.0,0.0,0.0,0.2853297442799462,0.05671077504725898,0.4204946996466431,0.13445378151260504,0.3755656108597285,0.0,0.0,0.0,0.0,0.0
2021-10-01 12:30:00,0.0,0.0,0.41965811965811967,0.14830072090628219,0.1296928327645051,0.0,0.0,0.0,0.0,0.0,0.20297029702970298,0.33282904689863846,0.20273972602739726,0.08444444444444445,0.0
2021-10-01 12:45:00,0.0,0.0,0.0,0.0,0.0,0.2651413189771198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2657869934024505
2021-10-01 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30257186081694404,0.2232876712328767,0.1111111111111111,0.0
2021-10-01 13:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3393025447690858
2021-10-01 13:30:00,0.11222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01 13:45:00,0.0,0.2692307692307692,0.3145299145299145,0.25746652935118436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01 14:00:00,0.0,0.0,0.0,0.0,0.20136518771331058,0.29878869448183043,0.10964083175803403,0.43462897526501765,0.08823529411764705,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01 14:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25339366515837103,0.2524752475247525,0.3464447806354009,0.2191780821917808,0.0,0.0
2021-10-01 14:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12222222222222222,0.25164938737040526
